feature,shap_importance
is_round_amount,0.8680088
claim_amount,0.85511535
claim_vs_plan_avg,0.8445537
approved_amount,0.0067343647
claim_approval_ratio,0.0043613617
anomaly_score,0.0040105223
insurance_plan_type_enc,0.00090384204
provider_denial_rate,0.0
patient_claim_frequency,0.0
just_under_threshold,0.0
days_to_submit,0.0
late_submission,0.0
pt_responsibility_pct,0.0
claim_type_enc,0.0
