feature,shap_importance
total_appointments,0.031869724
avg_refills,0.020181958
years_registered,0.018711196
cancel_rate,0.01718756
annual_income_band,0.016606474
avg_wait_minutes,0.013263659
no_show_rate,0.012711449
ethnicity,0.010519649
readmit_30d,0.0063599064
insurance_plan_type,0.0058144317
total_admissions,0.005274931
completion_rate,0.0022931534
total_rx,0.00062874844
age,0.0
marital_status,0.0
gender,0.0
controlled_rx,0.0
